"","Marke","Modell","Tillverkningsar","Nybilspris","BransleTyp"
"6892","Volvo","S80 D2 Summum",2014,339000,"Diesel"
"6893","Volvo","S80 D3",2014,308000,"Diesel"
"6894","Volvo","S80 D3 Kinetic",2014,320000,"Diesel"
"6895","Volvo","S80 D3 Momentum",2014,338000,"Diesel"
"6896","Volvo","S80 D3 Momentum Business Edition",2014,320000,"Diesel"
"6897","Volvo","S80 D3 Momentum Business Edition Pro",2014,334000,"Diesel"
"6898","Volvo","S80 D3 Summum",2014,358000,"Diesel"
"6899","Volvo","S80 D3 Summum Business Edition",2014,340000,"Diesel"
"6900","Volvo","S80 D3 Summum Business Edition Pro",2014,354000,"Diesel"
"6901","Volvo","S80 D4",2014,321000,"Diesel"
"6902","Volvo","S80 D4 Kinetic",2014,333000,"Diesel"
"6903","Volvo","S80 D4 Momentum",2014,351000,"Diesel"
"6904","Volvo","S80 D4 Momentum Business Edition",2014,333000,"Diesel"
"6905","Volvo","S80 D4 Momentum Business Edition Pro",2014,347000,"Diesel"
"6906","Volvo","S80 D4 Summum",2014,371000,"Diesel"
"6907","Volvo","S80 D4 Summum Business Edition",2014,353000,"Diesel"
"6908","Volvo","S80 D4 Summum Business Edition Pro",2014,367000,"Diesel"
"6909","Volvo","S80 D4 Summum Premium Business Edition Pro",2014,370900,"Diesel"
"6910","Volvo","S80 D5 AWD Executive",2014,505000,"Diesel"
"6911","Volvo","S80 D5 AWD Kinetic",2014,379900,"Diesel"
"6912","Volvo","S80 D5 AWD Momentum",2014,397900,"Diesel"
"6913","Volvo","S80 D5 AWD Momentum Business Edition",2014,379900,"Diesel"
"6914","Volvo","S80 D5 AWD Momentum Business Edition Pro",2014,393900,"Diesel"
"6915","Volvo","S80 D5 AWD Summum",2014,417900,"Diesel"
"6916","Volvo","S80 D5 AWD Summum Business Edition",2014,399900,"Diesel"
"6917","Volvo","S80 D5 AWD Summum Business Edition Pro",2014,413900,"Diesel"
"6918","Volvo","S80 D5 AWD Summum Premium Business Edition Pro",2014,416800,"Diesel"
"6919","Volvo","S80 D5 Executive",2014,485000,"Diesel"
"6920","Volvo","S80 D5 Kinetic",2014,350000,"Diesel"
"6921","Volvo","S80 D5 Kinetic automat",2014,367900,"Diesel"
"6922","Volvo","S80 D5 Momentum",2014,368000,"Diesel"
"6923","Volvo","S80 D5 Momentum automat",2014,385900,"Diesel"
"6924","Volvo","S80 D5 Momentum Business Edition",2014,350000,"Diesel"
"6925","Volvo","S80 D5 Momentum Business Edition automat",2014,367900,"Diesel"
"6926","Volvo","S80 D5 Momentum Business Edition Pro",2014,364000,"Diesel"
"6927","Volvo","S80 D5 Momentum Business Edition Pro automat",2014,381900,"Diesel"
"6928","Volvo","S80 D5 Summum",2014,388000,"Diesel"
"6929","Volvo","S80 D5 Summum automat",2014,405900,"Diesel"
"6930","Volvo","S80 D5 Summum Business Edition",2014,370000,"Diesel"
"6931","Volvo","S80 D5 Summum Business Edition automat",2014,387900,"Diesel"
"6932","Volvo","S80 D5 Summum Business Edition Pro",2014,384000,"Diesel"
"6933","Volvo","S80 D5 Summum Business Edition Pro automat",2014,401900,"Diesel"
"6934","Volvo","S80 D5 Summum Premium Business Edition Pro",2014,400800,"Diesel"
"6935","Volvo","S80 T4",2014,282000,"Bensin"
"6936","Volvo","S80 T4F, miljöbil",2014,290000,"Alkohol"
"6937","Volvo","S80 T4F Kinetic, miljöbil",2014,302000,"Alkohol"
"6938","Volvo","S80 T4F Momentum, miljöbil",2014,320000,"Alkohol"
"6939","Volvo","S80 T4F Summum, miljöbil",2014,340000,"Alkohol"
"6940","Volvo","S80 T4 Kinetic",2014,294000,"Bensin"
"6941","Volvo","S80 T4 Momentum",2014,312000,"Bensin"
"6942","Volvo","S80 T4 Summum",2014,332000,"Bensin"
"6943","Volvo","S80 T5",2014,326900,"Bensin"
"6944","Volvo","S80 T5 Kinetic",2014,338900,"Bensin"
"6945","Volvo","S80 T5 Momentum",2014,356900,"Bensin"
"6946","Volvo","S80 T5 Momentum Business Edition",2014,341900,"Bensin"
"6947","Volvo","S80 T5 Momentum Business Edition Pro",2014,355900,"Bensin"
"6948","Volvo","S80 T5 Summum",2014,376900,"Bensin"
"6949","Volvo","S80 T5 Summum Business Edition",2014,361900,"Bensin"
"6950","Volvo","S80 T5 Summum Business Edition Pro",2014,375900,"Bensin"
"6951","Volvo","S80 T5 Summum Premium Business Edition Pro",2014,377800,"Bensin"
"6952","Volvo","S80 T6 AWD",2014,434000,"Bensin"
"6953","Volvo","V40 Cross Country D2",2014,252000,"Diesel"
"6954","Volvo","V40 Cross Country D2 Momentum",2014,270000,"Diesel"
"6955","Volvo","V40 Cross Country D2 Momentum Business Edition",2014,252000,"Diesel"
"6956","Volvo","V40 Cross Country D2 Momentum Business Edition Pro",2014,266000,"Diesel"
"6957","Volvo","V40 Cross Country D2 Ocean Race",2014,281900,"Diesel"
"6958","Volvo","V40 Cross Country D2 Ocean Race Business Edition",2014,263900,"Diesel"
"6959","Volvo","V40 Cross Country D2 Ocean Race Business Edition Pro",2014,277900,"Diesel"
"6960","Volvo","V40 Cross Country D2 Summum",2014,290000,"Diesel"
"6961","Volvo","V40 Cross Country D2 Summum Business Edition",2014,272000,"Diesel"
"6962","Volvo","V40 Cross Country D2 Summum Business Edition Pro",2014,286000,"Diesel"
"6963","Volvo","V40 Cross Country D3",2014,271000,"Diesel"
"6964","Volvo","V40 Cross Country D3 Momentum",2014,289000,"Diesel"
"6965","Volvo","V40 Cross Country D3 Momentum Business Edition",2014,271000,"Diesel"
"6966","Volvo","V40 Cross Country D3 Momentum Business Edition Pro",2014,285000,"Diesel"
"6967","Volvo","V40 Cross Country D3 Ocean Race",2014,299900,"Diesel"
"6968","Volvo","V40 Cross Country D3 Ocean Race Business Edition",2014,281900,"Diesel"
"6969","Volvo","V40 Cross Country D3 Ocean Race Business Edition Pro",2014,295900,"Diesel"
"6970","Volvo","V40 Cross Country D3 Summum",2014,309000,"Diesel"
"6971","Volvo","V40 Cross Country D3 Summum Business Edition",2014,291000,"Diesel"
"6972","Volvo","V40 Cross Country D3 Summum Business Edition Pro",2014,305000,"Diesel"
"6973","Volvo","V40 Cross Country D4",2014,288000,"Diesel"
"6974","Volvo","V40 Cross Country D4 Momentum",2014,306000,"Diesel"
"6975","Volvo","V40 Cross Country D4 Momentum Business Edition",2014,288000,"Diesel"
"6976","Volvo","V40 Cross Country D4 Momentum Business Edition Pro",2014,302000,"Diesel"
"6977","Volvo","V40 Cross Country D4 Ocean Race",2014,321900,"Diesel"
"6978","Volvo","V40 Cross Country D4 Ocean Race Business Edition",2014,303900,"Diesel"
"6979","Volvo","V40 Cross Country D4 Ocean Race Business Edition Pro",2014,317900,"Diesel"
"6980","Volvo","V40 Cross Country D4 Summum",2014,326000,"Diesel"
"6981","Volvo","V40 Cross Country D4 Summum Business Edition",2014,308000,"Diesel"
"6982","Volvo","V40 Cross Country D4 Summum Business Edition Pro",2014,322000,"Diesel"
"6983","Volvo","V40 Cross Country T4",2014,267000,"Bensin"
"6984","Volvo","V40 Cross Country T4 AWD",2014,296900,"Bensin"
"6985","Volvo","V40 Cross Country T4 AWD Momentum",2014,314900,"Bensin"
"6986","Volvo","V40 Cross Country T4 AWD Momentum Business Edition",2014,291900,"Bensin"
"6987","Volvo","V40 Cross Country T4 AWD Momentum Business Edition Pro",2014,305900,"Bensin"
"6988","Volvo","V40 Cross Country T4 AWD Ocean Race",2014,325800,"Bensin"
"6989","Volvo","V40 Cross Country T4 AWD Ocean Race Business Edition",2014,307800,"Bensin"
"6990","Volvo","V40 Cross Country T4 AWD Ocean Race Business Edition Pro",2014,321800,"Bensin"
"6991","Volvo","V40 Cross Country T4 AWD Summum",2014,334900,"Bensin"
"6992","Volvo","V40 Cross Country T4 AWD Summum Business Edition",2014,311900,"Bensin"
"6993","Volvo","V40 Cross Country T4 AWD Summum Business Edition Pro",2014,325900,"Bensin"
"6994","Volvo","V40 Cross Country T4 Momentum",2014,285000,"Bensin"
"6995","Volvo","V40 Cross Country T4 Momentum Business Edition",2014,262000,"Bensin"
"6996","Volvo","V40 Cross Country T4 Momentum Business Edition Pro",2014,276000,"Bensin"
"6997","Volvo","V40 Cross Country T4 Ocean Race",2014,295900,"Bensin"
"6998","Volvo","V40 Cross Country T4 Ocean Race Business Edition",2014,277900,"Bensin"
"6999","Volvo","V40 Cross Country T4 Ocean Race Business Edition Pro",2014,291900,"Bensin"
"7000","Volvo","V40 Cross Country T4 Summum",2014,305000,"Bensin"
"7001","Volvo","V40 Cross Country T4 Summum Business Edition",2014,282000,"Bensin"
"7002","Volvo","V40 Cross Country T4 Summum Business Edition Pro",2014,296000,"Bensin"
"7003","Volvo","V40 Cross Country T5 AWD",2014,336900,"Bensin"
"7004","Volvo","V40 Cross Country T5 AWD Momentum",2014,354900,"Bensin"
"7005","Volvo","V40 Cross Country T5 AWD Ocean Race",2014,366800,"Bensin"
"7006","Volvo","V40 Cross Country T5 AWD Summum",2014,374900,"Bensin"
"7007","Volvo","V40 D2",2014,225000,"Diesel"
"7008","Volvo","V40 D2 Kinetic",2014,237000,"Diesel"
"7009","Volvo","V40 D2 Momentum",2014,255000,"Diesel"
"7010","Volvo","V40 D2 Ocean Race",2014,271900,"Diesel"
"7011","Volvo","V40 D2 R-Design",2014,279500,"Diesel"
"7012","Volvo","V40 D2 Summum",2014,275000,"Diesel"
"7013","Volvo","V40 D2 Your Kinetic",2014,217900,"Diesel"
"7014","Volvo","V40 D2 Your Momentum",2014,231900,"Diesel"
"7015","Volvo","V40 D2 Your Ocean Race",2014,241800,"Diesel"
"7016","Volvo","V40 D2 Your R-Design",2014,272400,"Diesel"
"7017","Volvo","V40 D2 Your Summum",2014,267900,"Diesel"
"7018","Volvo","V40 D3",2014,244000,"Diesel"
"7019","Volvo","V40 D3 Kinetic",2014,256000,"Diesel"
"7020","Volvo","V40 D3 Momentum",2014,274000,"Diesel"
"7021","Volvo","V40 D3 Momentum Business Edition",2014,256000,"Diesel"
"7022","Volvo","V40 D3 Momentum Business Edition Pro",2014,270000,"Diesel"
"7023","Volvo","V40 D3 Ocean Race",2014,289900,"Diesel"
"7024","Volvo","V40 D3 Ocean Race Business Edition",2014,271900,"Diesel"
"7025","Volvo","V40 D3 Ocean Race Business Edition Pro",2014,285900,"Diesel"
"7026","Volvo","V40 D3 R-Design",2014,298500,"Diesel"
"7027","Volvo","V40 D3 R-Design Business Edition",2014,280500,"Diesel"
"7028","Volvo","V40 D3 R-Design Business Edition Pro",2014,294500,"Diesel"
"7029","Volvo","V40 D3 Summum",2014,294000,"Diesel"
"7030","Volvo","V40 D3 Summum Business Edition",2014,276000,"Diesel"
"7031","Volvo","V40 D3 Summum Business Edition Pro",2014,290000,"Diesel"
"7032","Volvo","V40 D4 Kinetic",2014,273000,"Diesel"
"7033","Volvo","V40 D4 Momentum",2014,291000,"Diesel"
"7034","Volvo","V40 D4 Momentum Business Edition",2014,278000,"Diesel"
"7035","Volvo","V40 D4 Momentum Business Edition Pro",2014,292000,"Diesel"
"7036","Volvo","V40 D4 Ocean Race",2014,311900,"Diesel"
"7037","Volvo","V40 D4 Ocean Race Business Edition",2014,293900,"Diesel"
"7038","Volvo","V40 D4 Ocean Race Business Edition Pro",2014,307900,"Diesel"
"7039","Volvo","V40 D4 R-Design",2014,315500,"Diesel"
"7040","Volvo","V40 D4 R-Design Business Edition",2014,302500,"Diesel"
"7041","Volvo","V40 D4 R-Design Business Edition Pro",2014,316500,"Diesel"
"7042","Volvo","V40 D4 Summum",2014,311000,"Diesel"
"7043","Volvo","V40 D4 Summum Business Edition",2014,298000,"Diesel"
"7044","Volvo","V40 D4 Summum Business Edition Pro",2014,312000,"Diesel"
"7045","Volvo","V40 T2",2014,213000,"Bensin"
"7046","Volvo","V40 T2 Kinetic",2014,225000,"Bensin"
"7047","Volvo","V40 T2 Momentum",2014,243000,"Bensin"
"7048","Volvo","V40 T2 Ocean Race",2014,258900,"Bensin"
"7049","Volvo","V40 T2 R-Design",2014,267500,"Bensin"
"7050","Volvo","V40 T2 Summum",2014,263000,"Bensin"
"7051","Volvo","V40 T2 Your Kinetic",2014,204900,"Bensin"
"7052","Volvo","V40 T2 Your Momentum",2014,218900,"Bensin"
"7053","Volvo","V40 T2 Your Ocean Race",2014,228800,"Bensin"
"7054","Volvo","V40 T2 Your R-Design",2014,260400,"Bensin"
"7055","Volvo","V40 T2 Your Summum",2014,255900,"Bensin"
"7056","Volvo","V40 T3",2014,219000,"Bensin"
"7057","Volvo","V40 T3 Kinetic",2014,231000,"Bensin"
"7058","Volvo","V40 T3 Momentum",2014,249000,"Bensin"
"7059","Volvo","V40 T3 Ocean Race",2014,264900,"Bensin"
"7060","Volvo","V40 T3 R-Design",2014,273500,"Bensin"
"7061","Volvo","V40 T3 Summum",2014,269000,"Bensin"
"7062","Volvo","V40 T3 Your Kinetic",2014,210900,"Bensin"
"7063","Volvo","V40 T3 Your Momentum",2014,224900,"Bensin"
"7064","Volvo","V40 T3 Your Ocean Race",2014,234800,"Bensin"
"7065","Volvo","V40 T3 Your R-Design",2014,266400,"Bensin"
"7066","Volvo","V40 T3 Your Summum",2014,261900,"Bensin"
"7067","Volvo","V40 T4",2014,240000,"Bensin"
"7068","Volvo","V40 T4 Kinetic",2014,252000,"Bensin"
"7069","Volvo","V40 T4 Momentum",2014,270000,"Bensin"
"7070","Volvo","V40 T4 Momentum Business Edition",2014,252000,"Bensin"
"7071","Volvo","V40 T4 Momentum Business Edition Pro",2014,266000,"Bensin"
"7072","Volvo","V40 T4 Ocean Race",2014,285900,"Bensin"
"7073","Volvo","V40 T4 Ocean Race Business Edition",2014,267900,"Bensin"
"7074","Volvo","V40 T4 Ocean Race Business Edition Pro",2014,281900,"Bensin"
"7075","Volvo","V40 T4 R-Design",2014,294500,"Bensin"
"7076","Volvo","V40 T4 R-Design Business Edition",2014,276500,"Bensin"
"7077","Volvo","V40 T4 R-Design Business Edition Pro",2014,290500,"Bensin"
"7078","Volvo","V40 T4 Summum",2014,290000,"Bensin"
"7079","Volvo","V40 T4 Summum Business Edition",2014,272000,"Bensin"
"7080","Volvo","V40 T4 Summum Business Edition Pro",2014,286000,"Bensin"
"7081","Volvo","V40 T5 Kinetic",2014,301900,"Bensin"
"7082","Volvo","V40 T5 Momentum",2014,319900,"Bensin"
"7083","Volvo","V40 T5 Ocean Race",2014,343800,"Bensin"
"7084","Volvo","V40 T5 R-Design",2014,344400,"Bensin"
"7085","Volvo","V40 T5 Summum",2014,339900,"Bensin"
"7086","Volvo","V60 Bi-Fuel, miljöbil",2014,321900,"Gas"
"7087","Volvo","V60 Bi-Fuel Kinetic, miljöbil",2014,333900,"Gas"
"7088","Volvo","V60 Bi-Fuel Momentum, miljöbil",2014,351900,"Gas"
"7089","Volvo","V60 Bi-Fuel Momentum Business Edition, miljöbil",2014,336000,"Gas"
"7090","Volvo","V60 Bi-Fuel Momentum Business Edition Pro, miljöbil",2014,350000,"Gas"
"7091","Volvo","V60 Bi-Fuel Summum, miljöbil",2014,371900,"Gas"
"7092","Volvo","V60 Bi-Fuel Summum Business Edition, miljöbil",2014,356000,"Gas"
"7093","Volvo","V60 Bi-Fuel Summum Business Edition Pro, miljöbil",2014,370000,"Gas"
"7094","Volvo","V60 D2",2014,264000,"Diesel"
"7095","Volvo","V60 D2 Kinetic",2014,276000,"Diesel"
"7096","Volvo","V60 D2 Momentum",2014,294000,"Diesel"
"7097","Volvo","V60 D2 Ocean Race",2014,313900,"Diesel"
"7098","Volvo","V60 D2 R-Design",2014,321500,"Diesel"
"7099","Volvo","V60 D2 Summum",2014,314000,"Diesel"
"7100","Volvo","V60 D2 Your Kinetic",2014,272900,"Diesel"
"7101","Volvo","V60 D2 Your Momentum",2014,286900,"Diesel"
"7102","Volvo","V60 D2 Your Ocean Race",2014,296800,"Diesel"
"7103","Volvo","V60 D3",2014,283000,"Diesel"
"7104","Volvo","V60 D3 Kinetic",2014,295000,"Diesel"
"7105","Volvo","V60 D3 Momentum",2014,313000,"Diesel"
"7106","Volvo","V60 D3 Momentum Business Edition",2014,295000,"Diesel"
"7107","Volvo","V60 D3 Momentum Business Edition Pro",2014,309000,"Diesel"
"7108","Volvo","V60 D3 Ocean Race",2014,330900,"Diesel"
"7109","Volvo","V60 D3 Ocean Race Business Edition",2014,312900,"Diesel"
"7110","Volvo","V60 D3 Ocean Race Business Edition Pro",2014,326900,"Diesel"
"7111","Volvo","V60 D3 R-Design",2014,346500,"Diesel"
"7112","Volvo","V60 D3 R-Design Business Edition",2014,328500,"Diesel"
"7113","Volvo","V60 D3 R-Design Business Edition Pro",2014,342500,"Diesel"
"7114","Volvo","V60 D3 Summum",2014,333000,"Diesel"
"7115","Volvo","V60 D3 Summum Business Edition",2014,315000,"Diesel"
"7116","Volvo","V60 D3 Summum Business Edition Pro",2014,329000,"Diesel"
"7117","Volvo","V60 D4",2014,296000,"Diesel"
"7118","Volvo","V60 D4 AWD Kinetic",2014,337900,"Diesel"
"7119","Volvo","V60 D4 AWD Momentum",2014,355900,"Diesel"
"7120","Volvo","V60 D4 AWD Momentum Business Edition",2014,316900,"Diesel"
"7121","Volvo","V60 D4 AWD Momentum Business Edition Pro",2014,330900,"Diesel"
"7122","Volvo","V60 D4 AWD Ocean Race",2014,375800,"Diesel"
"7123","Volvo","V60 D4 AWD Ocean Race Business Edition",2014,332800,"Diesel"
"7124","Volvo","V60 D4 AWD Ocean Race Business Edition Pro",2014,346800,"Diesel"
"7125","Volvo","V60 D4 AWD R-Design",2014,389400,"Diesel"
"7126","Volvo","V60 D4 AWD R-Design Business Edition",2014,350400,"Diesel"
"7127","Volvo","V60 D4 AWD R-Design Business Edition Pro",2014,364400,"Diesel"
"7128","Volvo","V60 D4 AWD Summum",2014,375900,"Diesel"
"7129","Volvo","V60 D4 AWD Summum Business Edition",2014,336900,"Diesel"
"7130","Volvo","V60 D4 AWD Summum Business Edition Pro",2014,350900,"Diesel"
"7131","Volvo","V60 D4 Kinetic",2014,308000,"Diesel"
"7132","Volvo","V60 D4 Momentum",2014,326000,"Diesel"
"7133","Volvo","V60 D4 Momentum Business Edition",2014,308000,"Diesel"
"7134","Volvo","V60 D4 Momentum Business Edition Pro",2014,322000,"Diesel"
"7135","Volvo","V60 D4 Ocean Race",2014,345900,"Diesel"
"7136","Volvo","V60 D4 Ocean Race Business Edition",2014,327900,"Diesel"
"7137","Volvo","V60 D4 Ocean Race Business Edition Pro",2014,341900,"Diesel"
"7138","Volvo","V60 D4 R-Design",2014,359500,"Diesel"
"7139","Volvo","V60 D4 R-Design Business Edition",2014,341500,"Diesel"
"7140","Volvo","V60 D4 R-Design Business Edition Pro",2014,355500,"Diesel"
"7141","Volvo","V60 D4 Summum",2014,346000,"Diesel"
"7142","Volvo","V60 D4 Summum Business Edition",2014,328000,"Diesel"
"7143","Volvo","V60 D4 Summum Business Edition Pro",2014,342000,"Diesel"
"7144","Volvo","V60 D5 AWD Black R",2014,426400,"Diesel"
"7145","Volvo","V60 D5 AWD Black R Business Edition",2014,408400,"Diesel"
"7146","Volvo","V60 D5 AWD Black R Business Edition Pro",2014,422400,"Diesel"
"7147","Volvo","V60 D5 AWD Kinetic",2014,354900,"Diesel"
"7148","Volvo","V60 D5 AWD Momentum",2014,372900,"Diesel"
"7149","Volvo","V60 D5 AWD Momentum Business Edition",2014,354900,"Diesel"
"7150","Volvo","V60 D5 AWD Momentum Business Edition Pro",2014,368900,"Diesel"
"7151","Volvo","V60 D5 AWD Ocean Race",2014,391800,"Diesel"
"7152","Volvo","V60 D5 AWD Ocean Race Business Edition",2014,373800,"Diesel"
"7153","Volvo","V60 D5 AWD Ocean Race Business Edition Pro",2014,387800,"Diesel"
"7154","Volvo","V60 D5 AWD Summum",2014,392900,"Diesel"
"7155","Volvo","V60 D5 AWD Summum Business Edition",2014,374900,"Diesel"
"7156","Volvo","V60 D5 AWD Summum Business Edition Pro",2014,388900,"Diesel"
"7157","Volvo","V60 D5 Black R",2014,396500,"Diesel"
"7158","Volvo","V60 D5 Black R automat",2014,414400,"Diesel"
"7159","Volvo","V60 D5 Black R Business Edition",2014,378500,"Diesel"
"7160","Volvo","V60 D5 Black R Business Edition automat",2014,396400,"Diesel"
"7161","Volvo","V60 D5 Black R Business Edition Pro",2014,392500,"Diesel"
"7162","Volvo","V60 D5 Black R Business Edition Pro automat",2014,410400,"Diesel"
"7163","Volvo","V60 D5 Kinetic",2014,325000,"Diesel"
"7164","Volvo","V60 D5 Kinetic automat",2014,342900,"Diesel"
"7165","Volvo","V60 D5 Momentum",2014,343000,"Diesel"
"7166","Volvo","V60 D5 Momentum automat",2014,360900,"Diesel"
"7167","Volvo","V60 D5 Momentum Business Edition",2014,325000,"Diesel"
"7168","Volvo","V60 D5 Momentum Business Edition automat",2014,342900,"Diesel"
"7169","Volvo","V60 D5 Momentum Business Edition Pro",2014,339000,"Diesel"
"7170","Volvo","V60 D5 Momentum Business Edition Pro automat",2014,356900,"Diesel"
"7171","Volvo","V60 D5 Ocean Race",2014,361900,"Diesel"
"7172","Volvo","V60 D5 Ocean Race automat",2014,379800,"Diesel"
"7173","Volvo","V60 D5 Ocean Race Business Edition",2014,343900,"Diesel"
"7174","Volvo","V60 D5 Ocean Race Business Edition automat",2014,361800,"Diesel"
"7175","Volvo","V60 D5 Ocean Race Business Edition Pro",2014,357900,"Diesel"
"7176","Volvo","V60 D5 Ocean Race Business Edition Pro automat",2014,375800,"Diesel"
"7177","Volvo","V60 D5 Summum",2014,363000,"Diesel"
"7178","Volvo","V60 D5 Summum automat",2014,380900,"Diesel"
"7179","Volvo","V60 D5 Summum Business Edition",2014,345000,"Diesel"
"7180","Volvo","V60 D5 Summum Business Edition automat",2014,362900,"Diesel"
"7181","Volvo","V60 D5 Summum Business Edition Pro",2014,359000,"Diesel"
"7182","Volvo","V60 D5 Summum Business Edition Pro automat",2014,376900,"Diesel"
"7183","Volvo","V60 D6 AWD Momentum, Laddhybrid, miljöbil",2014,524000,"Laddhybrid"
"7184","Volvo","V60 D6 AWD R-Design, Laddhybrid, miljöbil",2014,559500,"Laddhybrid"
"7185","Volvo","V60 D6 AWD Summum, Laddhybrid, miljöbil",2014,544000,"Laddhybrid"
"7186","Volvo","V60 Nordic 163",2014,297900,"Diesel"
"7187","Volvo","V60 Polestar AWD",2014,650000,"Bensin"
"7188","Volvo","V60 T3",2014,249000,"Bensin"
"7189","Volvo","V60 T3 Kinetic",2014,261000,"Bensin"
"7190","Volvo","V60 T3 Limited Edition",2014,239900,"Bensin"
"7191","Volvo","V60 T3 Momentum",2014,279000,"Bensin"
"7192","Volvo","V60 T3 Ocean Race",2014,296900,"Bensin"
"7193","Volvo","V60 T3 R-Design",2014,312500,"Bensin"
"7194","Volvo","V60 T3 Summum",2014,299000,"Bensin"
"7195","Volvo","V60 T3 Your Kinetic",2014,255900,"Bensin"
"7196","Volvo","V60 T3 Your Momentum",2014,269900,"Bensin"
"7197","Volvo","V60 T3 Your Ocean Race",2014,279800,"Bensin"
"7198","Volvo","V60 T4",2014,259000,"Bensin"
"7199","Volvo","V60 T4F, miljöbil",2014,267000,"Alkohol"
"7200","Volvo","V60 T4F Kinetic, miljöbil",2014,279000,"Alkohol"
"7201","Volvo","V60 T4F Momentum, miljöbil",2014,297000,"Alkohol"
"7202","Volvo","V60 T4F Ocean Race, miljöbil",2014,316900,"Alkohol"
"7203","Volvo","V60 T4F R-Design, miljöbil",2014,330500,"Alkohol"
"7204","Volvo","V60 T4F Summum, miljöbil",2014,317000,"Alkohol"
"7205","Volvo","V60 T4 Kinetic",2014,271000,"Bensin"
"7206","Volvo","V60 T4 Momentum",2014,289000,"Bensin"
"7207","Volvo","V60 T4 Ocean Race",2014,306900,"Bensin"
"7208","Volvo","V60 T4 R-Design",2014,322500,"Bensin"
"7209","Volvo","V60 T4 Summum",2014,309000,"Bensin"
"7210","Volvo","V60 T5",2014,301900,"Bensin"
"7211","Volvo","V60 T5 Kinetic",2014,313900,"Bensin"
"7212","Volvo","V60 T5 Momentum",2014,331900,"Bensin"
"7213","Volvo","V60 T5 Momentum Business Edition",2014,318900,"Bensin"
"7214","Volvo","V60 T5 Momentum Business Edition Pro",2014,332900,"Bensin"
"7215","Volvo","V60 T5 Ocean Race",2014,352800,"Bensin"
"7216","Volvo","V60 T5 Ocean Race Business Edition",2014,334800,"Bensin"
"7217","Volvo","V60 T5 Ocean Race Business Edition Pro",2014,348800,"Bensin"
"7218","Volvo","V60 T5 R-Design",2014,365400,"Bensin"
"7219","Volvo","V60 T5 R-Design Business Edition",2014,352400,"Bensin"
"7220","Volvo","V60 T5 R-Design Business Edition Pro",2014,366400,"Bensin"
"7221","Volvo","V60 T5 Summum",2014,351900,"Bensin"
"7222","Volvo","V60 T5 Summum Business Edition",2014,338900,"Bensin"
"7223","Volvo","V60 T5 Summum Business Edition Pro",2014,352900,"Bensin"
"7224","Volvo","V60 T6",2014,389000,"Bensin"
"7225","Volvo","V60 T6 AWD",2014,409000,"Bensin"
"7226","Volvo","V60 T6 AWD Black R",2014,449000,"Bensin"
"7227","Volvo","V60 T6 R-Design",2014,406500,"Bensin"
"7228","Volvo","V70 Bi-Fuel, miljöbil",2014,329000,"Gas"
"7229","Volvo","V70 Bi-Fuel Kinetic, miljöbil",2014,341000,"Gas"
"7230","Volvo","V70 Bi-Fuel Momentum, miljöbil",2014,359000,"Gas"
"7231","Volvo","V70 Bi-Fuel Momentum Business Edition, miljöbil",2014,342000,"Gas"
"7232","Volvo","V70 Bi-Fuel Momentum Business Edition Pro, miljöbil",2014,356000,"Gas"
"7233","Volvo","V70 Bi-Fuel Summum, miljöbil",2014,379000,"Gas"
"7234","Volvo","V70 Bi-Fuel Summum Business Edition, miljöbil",2014,362000,"Gas"
"7235","Volvo","V70 Bi-Fuel Summum Business Edition Pro, miljöbil",2014,376000,"Gas"
"7236","Volvo","V70 D2",2014,289000,"Diesel"
"7237","Volvo","V70 D2 Kinetic",2014,301000,"Diesel"
"7238","Volvo","V70 D2 Momentum",2014,319000,"Diesel"
"7239","Volvo","V70 D2 Sport",2014,336900,"Diesel"
"7240","Volvo","V70 D2 Summum",2014,339000,"Diesel"
"7241","Volvo","V70 D2 Your Kinetic",2014,295900,"Diesel"
"7242","Volvo","V70 D2 Your Momentum",2014,309900,"Diesel"
"7243","Volvo","V70 D2 Your Sport",2014,319800,"Diesel"
"7244","Volvo","V70 D3",2014,308000,"Diesel"
"7245","Volvo","V70 D3 Kinetic",2014,320000,"Diesel"
"7246","Volvo","V70 D3 Momentum",2014,338000,"Diesel"
"7247","Volvo","V70 D3 Momentum Business Edition",2014,320000,"Diesel"
"7248","Volvo","V70 D3 Momentum Business Edition Pro",2014,334000,"Diesel"
"7249","Volvo","V70 D3 Sport",2014,353900,"Diesel"
"7250","Volvo","V70 D3 Sport Business Edition",2014,335900,"Diesel"
"7251","Volvo","V70 D3 Sport Business Edition Pro",2014,349900,"Diesel"
"7252","Volvo","V70 D3 Summum",2014,358000,"Diesel"
"7253","Volvo","V70 D3 Summum Business Edition",2014,340000,"Diesel"
"7254","Volvo","V70 D3 Summum Business Edition Pro",2014,354000,"Diesel"
"7255","Volvo","V70 D4",2014,321000,"Diesel"
"7256","Volvo","V70 D4 AWD Kinetic",2014,362900,"Diesel"
"7257","Volvo","V70 D4 AWD Momentum",2014,380900,"Diesel"
"7258","Volvo","V70 D4 AWD Momentum Business Edition",2014,344900,"Diesel"
"7259","Volvo","V70 D4 AWD Momentum Business Edition Pro",2014,358900,"Diesel"
"7260","Volvo","V70 D4 AWD Sport",2014,398800,"Diesel"
"7261","Volvo","V70 D4 AWD Sport Business Edition",2014,360800,"Diesel"
