"","Marke","Modell","Tillverkningsar","Nybilspris","BransleTyp"
"1","Abarth","500C Competizione 160 hk",2013,240000,"Bensin"
"2","Abarth","500C Custom 135 hk",2013,190000,"Bensin"
"3","Abarth","500 Competizione 160 hk",2013,220000,"Bensin"
"4","Abarth","500C Turismo 160 hk",2013,225000,"Bensin"
"5","Abarth","500 Custom 135 hk",2013,170000,"Bensin"
"6","Abarth","500 Turismo 160 hk",2013,205000,"Bensin"
"7","Alfa Romeo","Giulietta Distinctive 1.4 MultiAir Turbo 170 hk",2013,223000,"Bensin"
"8","Alfa Romeo","Giulietta Distinctive 1.4 TB 120 hk",2013,202000,"Bensin"
"9","Alfa Romeo","Giulietta Distinctive 2.0 JTDm 140 hk",2013,243000,"Diesel"
"10","Alfa Romeo","Giulietta Distinctive 2.0 JTDm 170 hk",2013,268000,"Diesel"
"11","Alfa Romeo","Giulietta Progression 1.4 TB 120 hk",2013,196000,"Bensin"
"12","Alfa Romeo","Giulietta Progression 1.6 JTDm 105 hk",2013,226000,"Diesel"
"13","Alfa Romeo","Giulietta QV 1750 Tbi 235 hk",2013,273000,"Bensin"
"14","Alfa Romeo","Giulietta Veloce 1.4 120 hk",2013,224900,"Bensin"
"15","Alfa Romeo","Giulietta Veloce 1.4 MultiAir Turbo 170 hk TCT",2013,254900,"Bensin"
"16","Alfa Romeo","Giulietta Veloce 1.6 JTDm 105 hk",2013,239900,"Diesel"
"17","Alfa Romeo","Giulietta Veloce 2.0 JTDm 170 hk TCT",2013,289900,"Diesel"
"18","Alfa Romeo","MiTo 1.4 M-Air 135 hk S&S Distinctive",2013,176990,"Bensin"
"19","Alfa Romeo","MiTo 1.4 M-Air 170 hk S&S QV",2013,209990,"Bensin"
"20","Alfa Romeo","MiTo 1.6 JTDm 120 hk S&S Distinctive",2013,199990,"Diesel"
"21","Audi","A1 1.2 TFSI",2013,158000,"Bensin"
"22","Audi","A1 1.2 TFSI Sports Edition",2013,172000,"Bensin"
"23","Audi","A1 1.2 TFSI Sport Sports Edition",2013,185800,"Bensin"
"24","Audi","A1 1.4 TFSI",2013,178600,"Bensin"
"25","Audi","A1 1.4 TFSI COD",2013,194600,"Bensin"
"26","Audi","A1 1.4 TFSI COD Sports Edition",2013,208600,"Bensin"
"27","Audi","A1 1.4 TFSI COD Sport Sports Edition",2013,222400,"Bensin"
"28","Audi","A1 1.4 TFSI Sports Edition",2013,192600,"Bensin"
"29","Audi","A1 1.4 TFSI Sport Sports Edition",2013,206400,"Bensin"
"30","Audi","A1 1.4 TFSI Sport S-tronic 185 hk Sports Edition",2013,259000,"Bensin"
"31","Audi","A1 1.4 TFSI S-tronic 185 hk",2013,247500,"Bensin"
"32","Audi","A1 1.6 TDI 105 hk",2013,185000,"Diesel"
"33","Audi","A1 1.6 TDI 105 hk Sports Edition",2013,199000,"Diesel"
"34","Audi","A1 1.6 TDI 105 hk Sport Sports Edition",2013,212800,"Diesel"
"35","Audi","A1 1.6 TDI 90 hk",2013,179000,"Diesel"
"36","Audi","A1 1.6 TDI 90 hk Sports Edition",2013,193000,"Diesel"
"37","Audi","A1 1.6 TDI 90 hk Sport Sports Edition",2013,206800,"Diesel"
"38","Audi","A1 Sportback 1.2 TFSI",2013,165000,"Bensin"
"39","Audi","A1 Sportback 1.2 TFSI Sports Edition",2013,179000,"Bensin"
"40","Audi","A1 Sportback 1.2 TFSI Sport Sports Edition",2013,192800,"Bensin"
"41","Audi","A1 Sportback 1.4 TFSI",2013,185600,"Bensin"
"42","Audi","A1 Sportback 1.4 TFSI 140 hk Sports Edition",2013,217000,"Bensin"
"43","Audi","A1 Sportback 1.4 TFSI COD",2013,201600,"Bensin"
"44","Audi","A1 Sportback 1.4 TFSI COD Sports Edition",2013,215600,"Bensin"
"45","Audi","A1 Sportback 1.4 TFSI COD Sport Sports Edition",2013,229400,"Bensin"
"46","Audi","A1 Sportback 1.4 TFSI  Sport 140 hk Sports Edition",2013,229400,"Bensin"
"47","Audi","A1 Sportback 1.4 TFSI  Sports Edition",2013,199600,"Bensin"
"48","Audi","A1 Sportback 1.4 TFSI Sport Sports Edition",2013,213400,"Bensin"
"49","Audi","A1 Sportback 1.4 TFSI Sport S tronic 185 hk Sports Edition",2013,266000,"Bensin"
"50","Audi","A1 Sportback 1.4 TFSI S-tronic 185 hk",2013,219300,"Bensin"
"51","Audi","A1 Sportback 1.6 TDI 105 hk",2013,192000,"Diesel"
"52","Audi","A1 Sportback 1.6 TDI  105 hk Sports Edition",2013,206000,"Diesel"
"53","Audi","A1 Sportback 1.6 TDI 105 hk Sport Sports Edition",2013,219800,"Diesel"
"54","Audi","A1 Sportback 1.6 TDI 90 hk",2013,186000,"Diesel"
"55","Audi","A1 Sportback 1.6 TDI 90 hk Sports Edition",2013,200000,"Diesel"
"56","Audi","A1 Sportback 1.6 TDI  90 hk Sport Sports Edition",2013,213800,"Diesel"
"57","Audi","A3 1.2 TFSI 105 hk",2013,203500,"Bensin"
"58","Audi","A3 1.4 TFSI 122 hk",2013,210500,"Bensin"
"59","Audi","A3 1.4 TFSI 140 hk ZAS",2013,226500,"Bensin"
"60","Audi","A3 1.4 TFSI Sport 122 hk",2013,227000,"Bensin"
"61","Audi","A3 1.4 TFSI Sport 140 hk ZAS",2013,243000,"Bensin"
"62","Audi","A3 1.6 TDI 105 hk",2013,222500,"Diesel"
"63","Audi","A3 1.8 TFSI Sport 180 hk quattro S-tronic",2013,306800,"Bensin"
"64","Audi","A3 2.0 TDI 150 hk",2013,233500,"Diesel"
"65","Audi","A3 2.0 TDI 150 hk quattro",2013,250000,"Diesel"
"66","Audi","A3 2.0 TDI Sport 150 hk",2013,250000,"Diesel"
"67","Audi","A3 2.0 TDI Sport 150 hk quattro",2013,266500,"Diesel"
"68","Audi","A3 Cab 1.2 TFSI",2013,225900,"Bensin"
"69","Audi","A3 Cab 1.6 TDI",2013,274000,"Diesel"
"70","Audi","A3 Cab 1.8 TFSI",2013,278300,"Bensin"
"71","Audi","A3 Cab 2.0 TDI",2013,286400,"Diesel"
"72","Audi","A3 Cab 2.0 TFSI",2013,291100,"Bensin"
"73","Audi","A3 Cab 2.0 TFSI Sport S-tronic",2013,326700,"Bensin"
"74","Audi","A3 Sportback 1.2 TFSI 105 hk",2013,212000,"Bensin"
"75","Audi","A3 Sportback 1.2 TFSI 105 hk Proline",2013,216900,"Bensin"
"76","Audi","A3 Sportback 1.4 TFSI 122 hk",2013,219000,"Bensin"
"77","Audi","A3 Sportback 1.4 TFSI 122 hk Proline",2013,223900,"Bensin"
"78","Audi","A3 Sportback 1.4 TFSI 140 hk COD",2013,235000,"Bensin"
"79","Audi","A3 Sportback 1.4 TFSI 140 hk COD Proline",2013,239200,"Bensin"
"80","Audi","A3 Sportback 1.4 TFSI Sport 122hk",2013,235500,"Bensin"
"81","Audi","A3 Sportback 1.4 TFSI Sport 122 hk Proline",2013,238700,"Bensin"
"82","Audi","A3 Sportback 1.4 TFSI Sport 140 hk COD",2013,251500,"Bensin"
"83","Audi","A3 Sportback 1.4 TFSI Sport 140 hk COD Proline",2013,254700,"Bensin"
"84","Audi","A3 Sportback 1.6 TDI 105 hk",2013,231000,"Diesel"
"85","Audi","A3 Sportback 1.6 TDI 105 hk Proline",2013,235900,"Diesel"
"86","Audi","A3 Sportback 1.6 TDI ultra 110 hk",2013,235000,"Diesel"
"87","Audi","A3 Sportback 1.6 TDI ultra 110 hk Proline",2013,239900,"Diesel"
"88","Audi","A3 Sportback 1.8 TFSI Sport 180 hk quattro S tronic Proline",2013,318500,"Bensin"
"89","Audi","A3 Sportback 1.8 TFSI Sport 180 hk S-tronic",2013,298800,"Bensin"
"90","Audi","A3 Sportback 2.0 TDI 150 hk",2013,242000,"Diesel"
"91","Audi","A3 Sportback 2.0 TDI 150 hk Proline",2013,246900,"Diesel"
"92","Audi","A3 Sportback 2.0 TDI 150 hk quattro Proline",2013,263400,"Diesel"
"93","Audi","A3 Sportback 2.0 TDI Sport 150hk",2013,258500,"Diesel"
"94","Audi","A3 Sportback 2.0 TDI Sport 150 hk Proline",2013,261700,"Diesel"
"95","Audi","A3 Sportback 2.0 TDI Sport 150 hk quattro",2013,275000,"Diesel"
"96","Audi","A3 Sportback 2.0 TDI Sport 150 hk quattro Proline",2013,278200,"Diesel"
"97","Audi","A3 Sportback 2.0 TDI Sport 184 hk S-tronic quattro Proline",2013,324300,"Diesel"
"98","Audi","A3 Sportback 2.0 TDI Sport 184 hk S-tronic quattro Proline",2013,327500,"Diesel"
"99","Audi","A4 Allroad quattro 2.0 TDI 143 hk",2013,348600,"Diesel"
"100","Audi","A4 Allroad quattro 2.0 TDI 143 hk Sports Edition",2013,359100,"Diesel"
"101","Audi","A4 Allroad quattro 2.0 TDI 177 hk",2013,357600,"Diesel"
"102","Audi","A4 Allroad quattro 2.0 TDI 177 hk Sports Edition",2013,368100,"Diesel"
"103","Audi","A4 Allroad quattro 2.0 TFSI",2013,367200,"Bensin"
"104","Audi","A4 allroad quattro 2.0 TFSI 211 hk Sports Edition",2013,377700,"Bensin"
"105","Audi","A4 Allroad quattro 3.0 TDI Clean Diesel S-tronic",2013,477800,"Diesel"
"106","Audi","A4 Allroad quattro 3.0 TDI S-tronic",2013,466800,"Diesel"
"107","Audi","A4 Avant 1.8 TFSI 170 hk",2013,297900,"Bensin"
"108","Audi","A4 Avant 1.8 TFSI 170 hk quattro Sports Edition",2013,325900,"Bensin"
"109","Audi","A4 Avant 1.8 TFSI 170 hk Sports Edition",2013,308400,"Bensin"
"110","Audi","A4 Avant 1.8 TFSI quattro 170 hk",2013,315400,"Bensin"
"111","Audi","A4 Avant 2.0 TDI 143 hk",2013,309500,"Diesel"
"112","Audi","A4 Avant 2.0 TDI 143 hk quattro Sports Edition",2013,337500,"Diesel"
"113","Audi","A4 Avant 2.0 TDI 143 hk Sports Edition",2013,320000,"Diesel"
"114","Audi","A4 Avant 2.0 TDI 163 hk Sports Edition",2013,329000,"Diesel"
"115","Audi","A4 Avant 2.0 TDI 177 hk",2013,318500,"Diesel"
"116","Audi","A4 Avant 2.0 TDI 177 hk quattro Sports Edition",2013,346500,"Diesel"
"117","Audi","A4 Avant 2.0 TDI 177 hk Sports Edition",2013,329000,"Diesel"
"118","Audi","A4 Avant 2.0 TDI e 136 hk",2013,309500,"Diesel"
"119","Audi","A4 Avant 2.0 TDI e 163 hk",2013,318500,"Diesel"
"120","Audi","A4 Avant 2.0 TDI quattro 143 hk",2013,327000,"Diesel"
"121","Audi","A4 Avant 2.0 TDI quattro 177 hk",2013,336000,"Diesel"
"122","Audi","A4 Avant 2.0 TFSI 180 hk E85, miljöbil",2013,313500,"Alkohol"
"123","Audi","A4 Avant 2.0 TFSI 180 hk E85 quattro Sports Edition, miljöbil",2013,341500,"Alkohol"
"124","Audi","A4 Avant 2.0 TFSI 180 hk E85 Sports Edition, miljöbil",2013,324000,"Alkohol"
"125","Audi","A4 Avant 2.0 TFSI 211 hk",2013,328100,"Bensin"
"126","Audi","A4 Avant 2.0 TFSI 211 hk quattro Sports Edition",2013,356100,"Bensin"
"127","Audi","A4 Avant 2.0 TFSI 211 hk Sports Edition",2013,338600,"Bensin"
"128","Audi","A4 Avant 2.0 TFSI quattro 180 hk E85, miljöbil",2013,331000,"Alkohol"
"129","Audi","A4 Avant 2.0 TFSI quattro 211 hk",2013,345600,"Bensin"
"130","Audi","A4 Avant 3.0 TDI 204 hk",2013,366800,"Diesel"
"131","Audi","A4 Avant 3.0 TDI quattro 245 hk",2013,422500,"Diesel"
"132","Audi","A 4 Avant 3.0 TDI quattro Clean Diesel",2013,456200,"Diesel"
"133","Audi","A4 Avant 3.0 TFSI quattro 272 hk S-tronic",2013,443600,"Bensin"
"134","Audi","A4 Sedan 1.8 TFSI 170 hk",2013,284900,"Bensin"
"135","Audi","A4 Sedan 1.8 TFSI 170 hk quattro Sports Edition",2013,312900,"Bensin"
"136","Audi","A4 Sedan 1.8 TFSI 170 hk Sports Edition",2013,295400,"Bensin"
"137","Audi","A4 Sedan 1.8 TFSI quattro 170 hk",2013,302400,"Bensin"
"138","Audi","A4 Sedan 2.0 TDI 143 hk",2013,296500,"Diesel"
"139","Audi","A4 Sedan 2.0 TDI 143 hk quattro Sports Edition",2013,324500,"Diesel"
"140","Audi","A4 Sedan 2.0 TDI 143 hk Sports Edition",2013,307000,"Diesel"
"141","Audi","A4 Sedan 2.0 TDI 163 hk Sports Edition",2013,315500,"Diesel"
"142","Audi","A4 Sedan 2.0 TDI 177 hk",2013,305500,"Diesel"
"143","Audi","A4 Sedan 2.0 TDI 177 hk quattro Sports Edition",2013,333500,"Diesel"
"144","Audi","A4 Sedan 2.0 TDI 177 hk Sports Edition",2013,316000,"Diesel"
"145","Audi","A4 Sedan 2.0 TDI e 136 hk",2013,296500,"Diesel"
"146","Audi","A4 Sedan 2.0 TDI e 163 hk",2013,305500,"Diesel"
"147","Audi","A4 Sedan 2.0 TDI quattro 143 hk",2013,314000,"Diesel"
"148","Audi","A4 Sedan 2.0 TDI quattro 177 hk",2013,323000,"Diesel"
"149","Audi","A4 Sedan 2.0 TFSI 180 hk E85, miljöbil",2013,300500,"Alkohol"
"150","Audi","A4 Sedan 2.0 TFSI 180 hk E85 quattro Sports Edition, miljöbil",2013,328500,"Alkohol"
"151","Audi","A4 Sedan 2.0 TFSI 180 hk E85 Sports Edition, miljöbil",2013,311000,"Alkohol"
"152","Audi","A4 Sedan 2.0 TFSI 211 hk",2013,315100,"Bensin"
"153","Audi","A4 Sedan 2.0 TFSI 211 hk quattro Sports Edition",2013,343100,"Bensin"
"154","Audi","A4 Sedan 2.0 TFSI 211 hk Sports Edition",2013,325600,"Bensin"
"155","Audi","A4 Sedan 2.0 TFSI quattro 180 hk E85, miljöbil",2013,318000,"Alkohol"
"156","Audi","A4 Sedan 2.0 TFSI quattro 211 hk",2013,332600,"Bensin"
"157","Audi","A4 Sedan 3.0 TDI 204 hk",2013,353800,"Diesel"
"158","Audi","A4 Sedan 3.0 TDI quattro 245 hk",2013,409500,"Diesel"
"159","Audi","A4 Sedan 3.0 TDI quattro Clean Diesel",2013,443200,"Diesel"
"160","Audi","A4 Sedan 3.0 TFSI quattro 272 hk S-tronic",2013,430600,"Bensin"
"161","Audi","A5 Cabriolet 1.8 TFSI 170 hk",2013,361600,"Bensin"
"162","Audi","A5 Cabriolet 2.0 TDI 143 hk",2013,392900,"Diesel"
"163","Audi","A5 Cabriolet 2.0 TDI 150 hk",2013,392900,"Diesel"
"164","Audi","A5 Cabriolet 2.0 TDI 150 hk Sports Edition",2013,408800,"Diesel"
"165","Audi","A5 Cabriolet 2.0 TDI 177 hk",2013,402000,"Diesel"
"166","Audi","A5 Cabriolet 2.0 TDI 177 hk quattro",2013,419500,"Diesel"
"167","Audi","A5 Cabriolet 2.0 TDI 177 hk quattro Sports Edition",2013,435400,"Diesel"
"168","Audi","A5 Cabriolet 2.0 TDI 177 hk Sports Edition",2013,417900,"Diesel"
"169","Audi","A5 Cabriolet 2.0 TFSI 211 hk",2013,408000,"Bensin"
"170","Audi","A5 Cabriolet 2.0 TFSI 225 hk quattro S-tronic",2013,445700,"Bensin"
"171","Audi","A5 Cabriolet 2.0 TFSI 225 hk quattro S-tronic Sports Edition",2013,472000,"Bensin"
"172","Audi","A5 Cabriolet 2.0 TFSI quattro 211 hk S-tronic",2013,445700,"Bensin"
"173","Audi","A5 Cabriolet 3.0 TDI 204 hk multitronic",2013,456500,"Diesel"
"174","Audi","A5 Cabriolet 3.0 TDI 245 hk quattro S-tronic",2013,543700,"Diesel"
"175","Audi","A5 Cabriolet 3.0 TDI 245 hk quattro S-tronic Sports Edition",2013,553600,"Diesel"
"176","Audi","A5 Cabriolet 3.0 TFSI 272 hk quattro S-tronic Sports Edition",2013,533100,"Bensin"
"177","Audi","A5 Cabriolet 3.0 TFSI quattro S-tronic",2013,523200,"Bensin"
"178","Audi","A5 Coupé 1.8 TFSI 170 hk",2013,319000,"Bensin"
"179","Audi","A5 Coupé 2.0 TDI 177 hk",2013,359200,"Diesel"
"180","Audi","A5 Coupé 2.0 TDI 177 hk quattro S-tronic Sports Edition",2013,413000,"Diesel"
"181","Audi","A5 Coupé 2.0 TDI quattro 177 hk",2013,376700,"Diesel"
"182","Audi","A5 Coupé 2.0 TFSI 211 hk",2013,365000,"Bensin"
"183","Audi","A5 Coupé 2.0 TFSI quattro 211 hk",2013,382500,"Bensin"
"184","Audi","A5 Coupé 3.0 TDI 204 hk",2013,393000,"Diesel"
"185","Audi","A5 Coupé 3.0 TDI clean diesel quattro 245 hk S-tronic",2013,490200,"Diesel"
"186","Audi","A5 Coupé 3.0 TDI quattro 245 hk",2013,459000,"Diesel"
"187","Audi","A5 Coupé 3.0 TFSI quattro 272 hk S-tronic",2013,479000,"Bensin"
"188","Audi","A5 Sportback 1.8 TFSI 170 hk",2013,312700,"Bensin"
"189","Audi","A5 Sportback 2.0 TDI 143 hk",2013,344000,"Diesel"
"190","Audi","A5 Sportback 2.0 TDI 177 hk",2013,353100,"Diesel"
"191","Audi","A5 Sportback 2.0 TDI 177 hk quattro S-tronic Sports Edition",2013,407100,"Diesel"
"192","Audi","A5 Sportback 2.0 TDIe 136 hk",2013,344000,"Diesel"
"193","Audi","A5 Sportback 2.0 TDIe 163 hk",2013,353100,"Diesel"
"194","Audi","A5 Sportback 2.0 TDI quattro 177 hk",2013,370600,"Diesel"
"195","Audi","A5 Sportback 2.0 TFSI 211 hk",2013,359200,"Bensin"
"196","Audi","A5 Sportback 2.0 TFSI quattro 211 hk",2013,376700,"Bensin"
"197","Audi","A5 Sportback 3.0 TDI 204 hk",2013,387400,"Diesel"
"198","Audi","A5 Sportback 3.0 TDI Clean Diesel quattro S-tronic",2013,485300,"Diesel"
"199","Audi","A5 Sportback 3.0 TDI quattro",2013,454100,"Diesel"
"200","Audi","A5 Sportback 3.0 TFSI quattro S-tronic",2013,474300,"Bensin"
"201","Audi","A6 3.0 TDI quattro S-tronic 245 hk",2013,474500,"Diesel"
"202","Audi","A6 Allroad 3.0 TDI quattro S-tronic 204 hk",2013,495000,"Diesel"
"203","Audi","A6 Allroad 3.0 TDI quattro S-tronic 204 hk Sports Edition",2013,502300,"Diesel"
"204","Audi","A6 Allroad 3.0 TDI quattro S-tronic 245 hk",2013,527700,"Diesel"
"205","Audi","A6 Allroad 3.0 TDI quattro tiptronic 313 hk",2013,575200,"Diesel"
"206","Audi","A6 Allroad 3.0 TFSI quattro S-tronic",2013,530800,"Bensin"
"207","Audi","A6 Avant 2.0 TDI",2013,356000,"Diesel"
"208","Audi","A6 Avant 2.0 TDI Sports Edition",2013,359900,"Diesel"
"209","Audi","A6 Avant 2.0 TFSI",2013,354200,"Bensin"
"210","Audi","A6 Avant 2.8 FSI",2013,381500,"Bensin"
"211","Audi","A6 Avant 2.8 FSI quattro S-tronic",2013,421100,"Bensin"
"212","Audi","A6 Avant 3.0 TDI 204 hk",2013,416800,"Diesel"
"213","Audi","A6 Avant 3.0 TDI quattro S-tronic 204 hk",2013,456400,"Diesel"
"214","Audi","A6 Avant 3.0 TDI quattro S-tronic 204 hk Sports Edition",2013,447800,"Diesel"
"215","Audi","A6 Avant 3.0 TDI quattro S-tronic 245 hk",2013,489500,"Diesel"
"216","Audi","A6 Avant 3.0 TDI quattro tiptronic 313 hk",2013,537000,"Bensin"
"217","Audi","A6 Avant 3.0 TFSI quattro S-tronic",2013,492600,"Bensin"
"218","Audi","A6 Sedan 2.0 TDI",2013,341000,"Diesel"
"219","Audi","A6 Sedan 2.0 TDI Sports Edition",2013,344900,"Diesel"
"220","Audi","A6 Sedan 2.0 TFSI",2013,339200,"Bensin"
"221","Audi","A6 Sedan 2.0 TFSI Hybrid, miljöbiil",2013,500000,"Elhybrid"
"222","Audi","A6 Sedan 2.0 TFSI Multitronic",2013,360700,"Bensin"
"223","Audi","A6 Sedan 2.8 FSI",2013,366500,"Bensin"
"224","Audi","A6 Sedan 2.8 FSI quattro S-tronic",2013,406100,"Bensin"
"225","Audi","A6 Sedan 3.0 TDI",2013,401800,"Diesel"
"226","Audi","A6 Sedan 3.0 TDI quattro S-tronic 204 hk",2013,441400,"Diesel"
"227","Audi","A6 Sedan 3.0 TDI quattro S-tronic 204 hk Sports Edition",2013,432800,"Diesel"
"228","Audi","A6 Sedan 3.0 TDI quattro tiptronic 313 hk",2013,522000,"Bensin"
"229","Audi","A6 Sedan 3.0 TFSI quattro S tronic",2013,477600,"Bensin"
"230","Audi","A7 Sportback 2.8 FSI Multitronic",2013,494800,"Bensin"
"231","Audi","A7 Sportback 2.8 FSI S-tronic quattro",2013,511700,"Bensin"
"232","Audi","A7 Sportback 3.0 TDI Multitronic 204 hk",2013,555900,"Diesel"
"233","Audi","A7 Sportback 3.0 TDI quattro tiptronic 245 hk",2013,586400,"Diesel"
"234","Audi","A7 Sportback 3.0 TDI quattro tiptronic 313 hk",2013,633300,"Diesel"
"235","Audi","A7 Sportback 3.0 TDI S-tronic quattro 204 hk",2013,572800,"Diesel"
"236","Audi","A7 Sportback 3.0 TFSI S-tronic quattro",2013,588400,"Bensin"
"237","Audi","A8 2.0 TFSI Hybrid, miljöbil",2013,833300,"Elhybrid"
"238","Audi","A8 3.0 TDI quattro",2013,786200,"Diesel"
"239","Audi","A8 3.0 TFSI quattro",2013,786200,"Bensin"
"240","Audi","A8 4.0 TFSI 420 hk quattro tiptronic",2013,952000,"Bensin"
"241","Audi","A8 4.0 TFSI 435 hk quattro triptronic",2013,959000,"Bensin"
"242","Audi","A8 4.2 TDI quattro",2013,931500,"Diesel"
"243","Audi","A8 L 3.0 TDI quattro",2013,841900,"Diesel"
"244","Audi","A8 L 3.0 TFSI quattro",2013,841900,"Bensin"
"245","Audi","A8 L 4.0 TFSI 420 hk quattro tiptronic",2013,1007700,"Bensin"
"246","Audi","A8 L 4.0 TFSI 435 hk quattro triptronic",2013,1009000,"Bensin"
"247","Audi","A8 L 4.2 TDI quattro",2013,987200,"Diesel"
"248","Audi","A8 L 6.3 FSI quattro",2013,1271300,"Bensin"
"249","Audi","Q3 1.4 TFSI 150 hk",2013,276000,"Bensin"
"250","Audi","Q3 2.0 TDI 140 hk",2013,295200,"Diesel"
"251","Audi","Q3 2.0 TDI 140 hk quattro Sports Edition",2013,324300,"Diesel"
"252","Audi","Q3 2.0 TDI 177 hk S-tronic quattro Sports Edition",2013,362000,"Diesel"
"253","Audi","Q3 2.0 TDI quattro 140 hk",2013,312700,"Diesel"
"254","Audi","Q3 2.0 TDI quattro 177hk S-tronic",2013,350400,"Diesel"
"255","Audi","Q3 2.0 TFSI 170 hk quattro Sports Edition",2013,319900,"Bensin"
"256","Audi","Q3 2.0 TFSI 211 hk S-tronic quattro Sports Edition",2013,362000,"Bensin"
"257","Audi","Q3 2.0 TFSI quattro 170hk",2013,308300,"Bensin"
"258","Audi","Q3 2.0 TFSI quattro 211hk S-tronic",2013,350400,"Bensin"
"259","Audi","Q5 2.0 TDI 143 hk quattro",2013,341500,"Diesel"
"260","Audi","Q5 2.0 TDI 177 hk quattro Sports Edition",2013,379000,"Diesel"
"261","Audi","Q5 2.0 TDI quattro",2013,361000,"Diesel"
"262","Audi","Q5 2.0 TFSI 225 hk Tiptronic quattro Sports Edition",2013,422700,"Bensin"
"263","Audi","Q5 2.0 TFSI quattro",2013,382000,"Bensin"
"264","Audi","Q5 2.0 TFSI quattro tiptronic Hybrid, miljöbil",2013,521000,"Elhybrid"
"265","Audi","Q5 3.0 TDI 245 hk S-tronic quattro Sports Edition",2013,487000,"Diesel"
"266","Audi","Q5 3.0 TDI quattro S-tronic",2013,469000,"Diesel"
"267","Audi","Q5 3.0 TFSI 272 hk Tiptronic quattro Sports Edition",2013,484000,"Bensin"
"268","Audi","Q5 3.0 TFSI quattro tiptronic",2013,466000,"Bensin"
"269","Audi","Q7 3.0 TDI 204 hk quattro tiptronic S-line Edition",2013,578500,"Diesel"
"270","Audi","Q7 3.0 TDI 245 hk quattro tiptronic S-line Edition",2013,597400,"Diesel"
"271","Audi","Q7 3.0 TDI Clean Diesel 245 hk quattro tiptronic S-line Edition",2013,616100,"Diesel"
"272","Audi","Q7 3.0 TDI quattro tiptronic 204 hk",2013,503000,"Diesel"
"273","Audi","Q7 3.0 TDI quattro tiptronic 245 hk",2013,521900,"Diesel"
"274","Audi","Q7 3.0 TDI quattro tiptronic Clean Diesel 245 hk",2013,540600,"Diesel"
"275","Audi","Q7 3.0 TFSI 272 hk quattro tiptronic S-line Edition",2013,610100,"Bensin"
"276","Audi","Q7 3.0 TFSI 333 hk quattro tiptronic S-line Edition",2013,655700,"Bensin"
"277","Audi","Q7 3.0 TFSI quattro tiptronic 272 hk",2013,534600,"Bensin"
"278","Audi","Q7 3.0 TFSI quattro tiptronic 333 hk",2013,580200,"Bensin"
"279","Audi","Q7 4.2 TDI 340 hk quattro tiptronic S-line Edition",2013,799600,"Diesel"
"280","Audi","Q7 4.2 TDI quattro tiptronic",2013,724100,"Diesel"
"281","Audi","R8 V10 5.2 FSI 525 hk quattro",2013,1532600,"Bensin"
"282","Audi","R8 V10 plus 5.2 FSI 550 hk quattro",2013,1683400,"Bensin"
"283","Audi","R8 V10 Spyder 5.2 FSI 525 hk quattro",2013,1663300,"Bensin"
"284","Audi","R8 V8 4.2 FSI 430 hk quattro",2013,1180900,"Bensin"
"285","Audi","R8 V8 Spyder 4.2 FSI 430 hk quattro",2013,1311600,"Bensin"
"286","Audi","RS 4 Avant 4.2 FSI quattro S-tronic",2013,765800,"Bensin"
"287","Audi","RS 5 Cabriolet 4.2 FSI 450 hk quattro S-tronic",2013,890000,"Bensin"
"288","Audi","RS 7 4.0 TFSI 560 hk quattro tiptronic",2013,1113000,"Bensin"
"289","Audi","RS Coupé 5 4.2 FSI quattro S-tronic",2013,785900,"Bensin"
"290","Audi","RS Q3  2.5 TFSI 310 hk quattro S-tronic",2013,521000,"Bensin"
"291","Audi","S3 Sedan 2.0 TFSI 300 hk quattro",2013,411000,"Bensin"
"292","Audi","S3 Sportback 2.0 TFSI 300 hk quattro",2013,385000,"Bensin"
"293","Audi","S4 Avant 3.0 TFSI quattro S-tronic",2013,562200,"Bensin"
"294","Audi","S4 Sedan 3.0 TFSI quattro S-tronic",2013,549200,"Bensin"
"295","Audi","S5 Cabriolet 3.0 TFSI quattro S-tronic",2013,616100,"Bensin"
"296","Audi","S5 Coupé 3.0 TFSI quattro S-tronic",2013,571000,"Bensin"
"297","Audi","S5 Sportback 3.0 TFSI quattro 333 hk S-tronic",2013,567200,"Bensin"
"298","Audi","S6 Avant 4.0 TFSI quattro S-tronic",2013,719000,"Bensin"
"299","Audi","S6 Sedan 4.0 TFSI quattro S-tronic",2013,702000,"Bensin"
"300","Audi","S7 Sportback 4.0 TFSI quattro S-tronic",2013,804300,"Bensin"
"301","Audi","S8 4.0 TFSI 520 hk quattro tiptronic",2013,1146400,"Bensin"
"302","Audi","SQ 5 TDI 3.0 313 hk quattro tiptronic",2013,575700,"Diesel"
"303","Audi","TT Coupé 1.8 TFSI",2013,303900,"Bensin"
"304","Audi","TT Coupé 1.8 TFSI 160 hk S-line Edition",2013,322100,"Bensin"
"305","Audi","TT Coupé 2.0 TDI 170 hk quattro S-line Edition",2013,387600,"Diesel"
"306","Audi","TT Coupé 2.0 TDI quattro",2013,368800,"Diesel"
"307","Audi","TT Coupé 2.0 TFSI",2013,350700,"Bensin"
"308","Audi","TT Coupé 2.0 TFSI 211 hk S-line Edition",2013,369400,"Bensin"
"309","Audi","TT Coupé 2.0 TFSI 211 hk S-tronic quattro S-line Edition",2013,411400,"Bensin"
"310","Audi","TT Coupé 2.0 TFSI quattro S-tronic",2013,392700,"Bensin"
